department_id,department_name,month,year,total_admissions,avg_length_of_stay,avg_cost,total_revenue,occupancy_rate,nurse_patient_ratio
DEPT003,Neurology,7,2024,146,6.7,11031,544589,0.88,1.3
DEPT003,Neurology,8,2024,75,9.1,9655,441028,0.79,2.3
DEPT003,Neurology,9,2024,83,7.0,9016,960682,0.62,1.8
DEPT003,Neurology,10,2024,115,3.6,10774,415811,0.77,1.1
DEPT003,Neurology,11,2024,126,6.1,9999,404321,0.79,1.9
DEPT003,Neurology,12,2024,159,2.2,11691,834941,0.69,1.9
DEPT004,Oncology,1,2024,143,3.2,6900,896644,0.95,2.2
DEPT004,Oncology,2,2024,109,9.3,11660,876080,0.67,2.4
DEPT004,Oncology,3,2024,149,7.2,11531,873199,0.86,1.2
DEPT004,Oncology,4,2024,173,9.2,5737,716339,0.87,1.9
DEPT004,Oncology,5,2024,157,5.9,10096,658454,0.89,2.9
DEPT004,Oncology,6,2024,139,5.8,8063,704078,0.93,1.8
DEPT004,Oncology,7,2024,124,6.4,11746,308521,0.74,2.9
DEPT004,Oncology,8,2024,188,3.9,10324,724536,0.68,1.7
DEPT004,Oncology,9,2024,95,10.0,12252,677808,0.65,2.8
DEPT004,Oncology,10,2024,166,6.1,7948,753718,0.63,2.8
DEPT004,Oncology,11,2024,55,2.3,10342,362679,0.94,1.5
DEPT004,Oncology,12,2024,144,2.8,13007,966531,0.72,2.5
DEPT005,Pediatrics,1,2024,181,4.1,4457,336082,0.83,1.2
DEPT005,Pediatrics,2,2024,155,6.6,9527,752071,0.83,2.0
DEPT005,Pediatrics,3,2024,51,6.6,3718,939094,0.8,2.8
DEPT005,Pediatrics,4,2024,165,2.7,12290,221796,0.74,1.5
DEPT005,Pediatrics,5,2024,53,5.0,6637,570402,0.74,1.4
DEPT005,Pediatrics,6,2024,68,8.9,12571,325953,0.93,2.3
DEPT005,Pediatrics,7,2024,69,6.1,11349,527382,0.77,1.9
DEPT005,Pediatrics,8,2024,189,2.7,14960,632406,0.92,1.4
DEPT005,Pediatrics,9,2024,191,6.5,14439,366988,0.64,2.8
DEPT005,Pediatrics,10,2024,172,2.3,4893,329966,0.81,1.2
DEPT005,Pediatrics,11,2024,74,5.7,4191,400652,0.85,2.7
DEPT005,Pediatrics,12,2024,143,3.8,8552,286099,0.91,2.8
DEPT006,Internal Medicine,1,2024,111,6.9,10221,673815,0.83,2.0
DEPT006,Internal Medicine,2,2024,79,8.2,12518,791574,0.82,2.6
DEPT006,Internal Medicine,3,2024,126,9.2,4029,790940,0.79,1.6
DEPT006,Internal Medicine,4,2024,187,9.9,5126,556598,0.91,3.0
DEPT006,Internal Medicine,5,2024,169,3.8,3004,235484,0.92,2.2
DEPT006,Internal Medicine,6,2024,189,8.5,10051,664354,0.81,1.1
DEPT006,Internal Medicine,7,2024,150,3.6,7413,236535,0.63,2.3
DEPT006,Internal Medicine,8,2024,80,6.5,10453,765084,0.67,2.7
DEPT006,Internal Medicine,9,2024,147,7.8,5532,553698,0.74,1.9
DEPT006,Internal Medicine,10,2024,67,2.5,12682,505094,0.91,2.4
DEPT006,Internal Medicine,11,2024,190,7.2,12530,873459,0.62,1.8
DEPT006,Internal Medicine,12,2024,183,8.2,11656,759951,0.64,2.4
DEPT007,Surgery,1,2024,115,2.1,5440,602275,0.83,2.0
DEPT007,Surgery,2,2024,58,7.0,8671,911072,0.8,2.9
DEPT007,Surgery,3,2024,152,9.4,3596,570840,0.67,1.4
DEPT007,Surgery,4,2024,107,7.6,13211,340850,0.77,2.6
DEPT007,Surgery,5,2024,141,8.4,10106,470815,0.62,1.1
DEPT007,Surgery,6,2024,110,6.1,11983,414037,0.74,2.5
DEPT007,Surgery,7,2024,191,8.4,5379,675845,0.73,1.0
DEPT007,Surgery,8,2024,61,2.4,10310,339942,0.86,1.3
DEPT007,Surgery,9,2024,166,9.2,14914,323321,0.67,2.1
DEPT007,Surgery,10,2024,124,8.0,4688,266839,0.91,2.3
DEPT007,Surgery,11,2024,161,6.2,8769,328233,0.73,2.7
DEPT007,Surgery,12,2024,161,4.4,5379,919329,0.7,2.0
DEPT008,Psychiatry,1,2024,90,5.0,3621,689026,0.92,1.3
DEPT008,Psychiatry,2,2024,115,5.9,8109,794426,0.77,2.1
DEPT008,Psychiatry,3,2024,119,4.4,13491,932056,0.68,2.5
DEPT008,Psychiatry,4,2024,162,4.0,6134,845261,0.83,1.8
DEPT008,Psychiatry,5,2024,66,2.1,14481,921149,0.89,2.3
DEPT008,Psychiatry,6,2024,89,8.7,5635,832378,0.61,2.6
DEPT008,Psychiatry,7,2024,143,5.2,11873,836045,0.89,2.8
DEPT008,Psychiatry,8,2024,108,2.4,9052,952532,0.73,1.5
DEPT008,Psychiatry,9,2024,77,3.2,4969,536329,0.86,1.3
DEPT008,Psychiatry,10,2024,136,9.0,8963,729600,0.62,2.9
DEPT008,Psychiatry,11,2024,136,7.2,14018,253951,0.9,1.3
DEPT008,Psychiatry,12,2024,134,3.1,6208,364378,0.61,2.0
DEPT009,Radiology,1,2024,194,2.5,14966,931310,0.64,2.3
DEPT009,Radiology,2,2024,76,2.1,10788,769783,0.8,2.0
DEPT009,Radiology,3,2024,64,2.2,3991,704622,0.75,1.3
DEPT009,Radiology,4,2024,196,9.6,11683,659666,0.85,2.9
DEPT009,Radiology,5,2024,108,9.9,9815,464802,0.93,1.0
DEPT009,Radiology,6,2024,165,5.7,4940,660711,0.71,2.2
DEPT009,Radiology,7,2024,69,8.6,5225,292305,0.78,2.1
DEPT009,Radiology,8,2024,99,4.5,8237,701736,0.6,2.0
DEPT009,Radiology,9,2024,84,6.7,4053,785256,0.84,1.4
DEPT009,Radiology,10,2024,120,6.7,8210,503688,0.77,1.4
DEPT009,Radiology,11,2024,164,4.5,10828,776920,0.62,2.4
DEPT009,Radiology,12,2024,104,7.7,7172,415035,0.67,2.1
DEPT010,Anesthesiology,1,2024,78,5.9,12014,455707,0.74,1.8
DEPT010,Anesthesiology,2,2024,163,6.6,8795,800714,0.88,2.1
DEPT010,Anesthesiology,3,2024,122,8.3,8019,711622,0.75,2.1
DEPT010,Anesthesiology,4,2024,179,5.3,9057,857678,0.75,1.3
DEPT010,Anesthesiology,5,2024,87,8.1,7215,343487,0.83,2.9
DEPT010,Anesthesiology,6,2024,116,3.7,5556,217883,0.65,2.5
DEPT010,Anesthesiology,7,2024,170,4.8,6882,884871,0.94,2.5
DEPT010,Anesthesiology,8,2024,190,8.3,3594,605487,0.61,1.4
DEPT010,Anesthesiology,9,2024,114,8.9,10834,340687,0.78,1.9
DEPT010,Anesthesiology,10,2024,139,5.7,3162,499246,0.9,1.7
DEPT010,Anesthesiology,11,2024,128,4.7,10364,593796,0.66,1.8
DEPT010,Anesthesiology,12,2024,128,5.2,9099,630091,0.89,2.7
DEPT011,Obstetrics,1,2024,74,2.8,11391,498269,0.64,1.5
DEPT011,Obstetrics,2,2024,60,4.6,5282,517392,0.78,2.7
DEPT011,Obstetrics,3,2024,163,8.0,12660,536927,0.63,2.0
DEPT011,Obstetrics,4,2024,111,2.6,9508,279709,0.74,2.3
DEPT011,Obstetrics,5,2024,170,7.1,3347,270692,0.76,2.9
DEPT011,Obstetrics,6,2024,103,3.4,13680,492374,0.7,2.0
DEPT011,Obstetrics,7,2024,187,2.3,11519,982259,0.76,2.7
DEPT011,Obstetrics,8,2024,169,8.9,9730,852253,0.71,2.4
DEPT011,Obstetrics,9,2024,163,8.5,9815,640557,0.64,1.5
DEPT011,Obstetrics,10,2024,90,4.1,14388,569329,0.61,2.1
DEPT011,Obstetrics,11,2024,182,9.4,12053,320328,0.64,3.0
DEPT011,Obstetrics,12,2024,117,9.2,4723,262004,0.83,2.1
